repo,project,references,referencePath,crossRepo
NuGet.Client,NuGet.Tests.Apex,NuGet.PackageManagement.UI.TestContract,test/NuGet.Tests.Apex/NuGet.PackageManagement.UI.TestContract/NuGet.PackageManagement.UI.TestContract.csproj,False
NuGet.Client,NuGet.Tests.Apex,NuGet.VisualStudio.Client,src/NuGet.Clients/NuGet.VisualStudio.Client/NuGet.VisualStudio.Client.csproj,False
NuGet.Client,NuGet.Console.TestContract,NuGet.Console,src/NuGet.Clients/NuGet.Console/NuGet.Console.csproj,False
NuGet.Client,NuGet.OptProf,NuGet.VisualStudio,src/NuGet.Clients/NuGet.VisualStudio/NuGet.VisualStudio.csproj,False
NuGet.Client,NuGet.PackageManagement.UI.TestContract,NuGet.PackageManagement.UI,src/NuGet.Clients/NuGet.PackageManagement.UI/NuGet.PackageManagement.UI.csproj,False
NuGet.Client,NuGet.MSSigning.Extensions,NuGet.CommandLine,src/NuGet.Clients/NuGet.CommandLine/NuGet.CommandLine.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,Microsoft.Build.NuGetSdkResolver,src/NuGet.Core/Microsoft.Build.NuGetSdkResolver/Microsoft.Build.NuGetSdkResolver.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Build.Tasks,src/NuGet.Core/NuGet.Build.Tasks/NuGet.Build.Tasks.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Build.Tasks.Console,src/NuGet.Core/NuGet.Build.Tasks.Console/NuGet.Build.Tasks.Console.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Common,src/NuGet.Core/NuGet.Common/NuGet.Common.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Configuration,src/NuGet.Core/NuGet.Configuration/NuGet.Configuration.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.DependencyResolver.Core,src/NuGet.Core/NuGet.DependencyResolver.Core/NuGet.DependencyResolver.Core.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Frameworks,src/NuGet.Core/NuGet.Frameworks/NuGet.Frameworks.csproj,False
