repo,project,package,version
src,KurrentDB.Testing,Microsoft.Extensions.Configuration.EnvironmentVariables,
src,KurrentDB.Testing,Microsoft.Extensions.Configuration.Json,
src,KurrentDB.Testing,Microsoft.Extensions.DependencyInjection,
src,KurrentDB.Testing,Microsoft.Extensions.Logging,
src,KurrentDB.Testing,Microsoft.Extensions.TimeProvider.Testing,
src,KurrentDB.Testing,Serilog,
src,KurrentDB.Testing,Serilog.Enrichers.Demystifier,
src,KurrentDB.Testing,Serilog.Enrichers.Environment,
src,KurrentDB.Testing,Serilog.Enrichers.Process,
src,KurrentDB.Testing,Serilog.Enrichers.Thread,
src,KurrentDB.Testing,Serilog.Exceptions,
src,KurrentDB.Testing,Serilog.Expressions,
src,KurrentDB.Testing,Serilog.Extensions.Hosting,
src,KurrentDB.Testing,Serilog.Extensions.Logging,
src,KurrentDB.Testing,Serilog.Settings.Configuration,
src,KurrentDB.Testing,Serilog.Sinks.Console,
src,KurrentDB.Testing,Serilog.Sinks.Debug,
src,KurrentDB.Testing,Serilog.Sinks.Map,
src,KurrentDB.Testing,Serilog.Sinks.Observable,
src,KurrentDB.Testing,Serilog.Sinks.OpenTelemetry,
src,KurrentDB.Testing,Serilog.Sinks.Seq,
src,KurrentDB.Testing,Shouldly,
src,KurrentDB.Testing,System.Reactive,
src,KurrentDB.Testing,TUnit,
src,KurrentDB.Testing,WaffleGenerator.Bogus,
src,KurrentDB.Testing,Grpc.StatusProto,
src,KurrentDB.OtlpExporterPlugin.Tests,FluentAssertions,
src,KurrentDB.OtlpExporterPlugin.Tests,Grpc.AspNetCore,
src,KurrentDB.OtlpExporterPlugin.Tests,Grpc.Tools,
src,KurrentDB.TcpPlugin.Tests,EventStore.Client,
src,KurrentDB.BufferManagement,Serilog,
src,KurrentDB,BlazorMonaco,
src,KurrentDB,Extensions.MudBlazor.StaticInput,
src,KurrentDB,Microsoft.AspNetCore.Components.WebAssembly.Server,
src,KurrentDB,Microsoft.Extensions.Hosting.WindowsServices,
src,KurrentDB,Microsoft.IdentityModel.Tokens,
src,KurrentDB,MudBlazor.Markdown,
src,KurrentDB,MudBlazor,
src,KurrentDB,SharpDotYaml.Extensions.Configuration,
src,KurrentDB,System.ComponentModel.Composition,
src,KurrentDB,System.IdentityModel.Tokens.Jwt,
src,KurrentDB.Plugins,Microsoft.IdentityModel.JsonWebTokens,
src,KurrentDB.Plugins,YamlDotNet,
src,KurrentDB.Plugins,System.Reactive,
