repo,project,package,version
StockSharp,01_CrossPlatform.ConsoleApp,StockSharp.Bitmex,5.*
StockSharp,01_CrossPlatform.ConsoleApp,StockSharp.Fix,5.*
StockSharp,01_Misc.Logging,StockSharp.Xaml,5.*
StockSharp,01_Advanced.MultiConnect,StockSharp.Binance,5.*
StockSharp,01_Advanced.MultiConnect,StockSharp.Okex,5.*
StockSharp,01_Advanced.MultiConnect,StockSharp.GateIO,5.*
StockSharp,01_Advanced.MultiConnect,StockSharp.Bitmex,5.*
StockSharp,01_Advanced.MultiConnect,StockSharp.Fix,5.*
StockSharp,01_Advanced.MultiConnect,StockSharp.Xaml.Charting,5.*
StockSharp,01_Advanced.MultiConnect,StockSharp.Studio.WebApi.UI,5.*
StockSharp,02_Advanced.SaveDataLocal,StockSharp.Binance,5.*
StockSharp,02_Advanced.SaveDataLocal,StockSharp.Okex,5.*
StockSharp,02_Advanced.SaveDataLocal,StockSharp.GateIO,5.*
StockSharp,02_Advanced.SaveDataLocal,StockSharp.Bitmex,5.*
StockSharp,02_Advanced.SaveDataLocal,StockSharp.Fix,5.*
StockSharp,02_Advanced.SaveDataLocal,StockSharp.Xaml.Charting,5.*
StockSharp,02_Advanced.SaveDataLocal,StockSharp.Studio.WebApi.UI,5.*
StockSharp,03_Indicators.CreateOwn,StockSharp.Xaml.Charting,5.*
StockSharp,03_Indicators.CreateOwn,StockSharp.Samples.HistoryData,5.*
StockSharp,03_Indicators.CreateOwn_fromsrc,StockSharp.Samples.HistoryData,5.*
StockSharp,01_Indicators.SimpleSMA,StockSharp.Xaml.Charting,5.*
StockSharp,01_Indicators.SimpleSMA,StockSharp.Samples.HistoryData,5.*
StockSharp,01_Indicators.SimpleSMA_fromsrc,StockSharp.Samples.HistoryData,5.*
StockSharp,02_Indicators.ComplexBollinger,StockSharp.Xaml.Charting,5.*
StockSharp,02_Indicators.ComplexBollinger,StockSharp.Samples.HistoryData,5.*
StockSharp,02_Indicators.ComplexBollinger_fromsrc,StockSharp.Samples.HistoryData,5.*
StockSharp,02_Basic.MarketDepths,StockSharp.Binance,5.*
StockSharp,02_Basic.MarketDepths,StockSharp.Okex,5.*
StockSharp,02_Basic.MarketDepths,StockSharp.GateIO,5.*
StockSharp,02_Basic.MarketDepths,StockSharp.Bitmex,5.*
StockSharp,02_Basic.MarketDepths,StockSharp.Fix,5.*
StockSharp,02_Basic.MarketDepths,StockSharp.Xaml,5.*
StockSharp,03_Basic.Orders,StockSharp.Binance,5.*
StockSharp,03_Basic.Orders,StockSharp.Okex,5.*
StockSharp,03_Basic.Orders,StockSharp.GateIO,5.*
StockSharp,03_Basic.Orders,StockSharp.Bitmex,5.*
StockSharp,03_Basic.Orders,StockSharp.Fix,5.*
StockSharp,03_Basic.Orders,StockSharp.Xaml,5.*
StockSharp,01_Basic.ConnectAndDownloadInstruments,StockSharp.Binance,5.*
StockSharp,01_Basic.ConnectAndDownloadInstruments,StockSharp.Okex,5.*
StockSharp,01_Basic.ConnectAndDownloadInstruments,StockSharp.GateIO,5.*
StockSharp,01_Basic.ConnectAndDownloadInstruments,StockSharp.Bitmex,5.*
StockSharp,01_Basic.ConnectAndDownloadInstruments,StockSharp.Fix,5.*
StockSharp,01_Basic.ConnectAndDownloadInstruments,StockSharp.Xaml,5.*
StockSharp,02_Chart.ActiveOrders,StockSharp.Xaml.Charting,5.*
StockSharp,02_Chart.ActiveOrders,StockSharp.Samples.HistoryData,5.*
StockSharp,02_Chart.ActiveOrders_fromsrc,StockSharp.Samples.HistoryData,5.*
StockSharp,01_Chart_fromsrc,Ecng.Compilation.Roslyn,1.0.*
StockSharp,01_Chart_fromsrc,StockSharp.Samples.HistoryData,5.*
StockSharp,01_Chart,Ecng.Compilation.Roslyn,1.0.*
StockSharp,01_Chart,StockSharp.Xaml.Charting,5.*
StockSharp,01_Chart,StockSharp.Samples.HistoryData,5.*
StockSharp,03_Chart.Performance_fromsrc,StockSharp.Samples.HistoryData,5.*
StockSharp,03_Chart.Performance,StockSharp.Xaml.Charting,5.*
StockSharp,03_Chart.Performance,StockSharp.Samples.HistoryData,5.*
StockSharp,Coinbase,Ecng.Net.SocketIO,1.0.*
StockSharp,Bitexbook,Ecng.Net.SocketIO,1.0.*
StockSharp,Tinkoff,Ecng.Net.SocketIO,1.0.*
StockSharp,Tinkoff,Ecng.IO.Compression,1.0.*
StockSharp,Tinkoff,Grpc.Net.Client,2.71.0
StockSharp,Tinkoff,Google.Protobuf,3.*
StockSharp,BitStamp,Ecng.Net.SocketIO,1.0.*
StockSharp,Bitalong,Ecng.Net.SocketIO,1.0.*
StockSharp,Btce,Ecng.Net.SocketIO,1.0.*
StockSharp,FTX,Ecng.Net.SocketIO,1.0.*
StockSharp,Algo,Ecng.Net,1.0.*
StockSharp,Algo,Ecng.IO.Compression,1.0.*
StockSharp,Algo,Ecng.StringSearch,1.0.*
StockSharp,Algo,Ecng.Compilation,1.0.*
StockSharp,Algo,MathNet.Numerics,6.0.0-beta2
StockSharp,Algo,Ecng.Linq,1.0.*
